dataset,method,true_class,class_size,H_Z_given_Y_class,effective_fragments,occupied_predicted_clusters,dominant_predicted_cluster_share,second_largest_predicted_cluster_share
Amazon Photo,PSF-CE,2,703.0,0.7726026301283877,2.165394647643927,6.0,0.6415362731152204,0.3328591749644381
Amazon Photo,PSF-CE,3,915.0,1.0682352428066684,2.9102848134064416,5.0,0.5508196721311475,0.2859744990892532
Amazon Photo,PSF-CE,4,882.0,0.41191381882926037,1.5097695886744618,7.0,0.9123204837490553,0.042705971277399855
Amazon Photo,PSF-CE,5,823.0,0.17630232140306434,1.1928161754073099,4.0,0.9647630619684082,0.026326447954637507
Amazon Photo,PSF-CE,6,1941.0,0.8883468451839392,2.4311408892693156,8.0,0.7302077966683841,0.12158681092220507
Amazon Photo,PSF-CE,7,331.0,0.6919162028387956,1.99754144303714,5.0,0.797583081570997,0.10976837865055387
Amazon Photo,RANGE,0,369.0,0.5466409944746679,1.7411974262838943,6.666666666666667,0.8536585365853658,0.0984643179765131
Amazon Photo,RANGE,1,1686.0,1.277505621239408,3.5997797050581206,7.666666666666667,0.5794780545670225,0.20640569395017794
Amazon Photo,RANGE,2,703.0,0.8886854582601281,2.5347492141256667,7.333333333333333,0.7449027975343765,0.11095305832147938
Amazon Photo,RANGE,3,915.0,1.6006319629753403,4.9913089661902,6.666666666666667,0.3227686703096539,0.2655737704918033
Amazon Photo,RANGE,4,882.0,1.3850279153296352,3.996347575996511,8.0,0.3628117913832199,0.29591836734693877
Amazon Photo,RANGE,5,823.0,0.28345533423912656,1.3307177225999338,6.0,0.9424868367760227,0.03240178209801539
Amazon Photo,RANGE,6,1941.0,1.5521410031642713,4.724542772868185,8.0,0.3286965481710458,0.253649321655504
Amazon Photo,RANGE,7,331.0,1.5350493208665419,4.6451097110928865,6.0,0.31822759315206445,0.2547834843907351
Amazon Photo,YACHT,0,369.0,0.4543325393088142,1.6711283548478935,6.0,0.8256549232158988,0.13821138211382114
Amazon Photo,YACHT,1,1686.0,1.4335377241155136,4.206389437639343,8.0,0.5025701858442072,0.23962040332147094
Amazon Photo,YACHT,2,703.0,0.808601859700197,2.2752066310403625,7.0,0.6917970602181128,0.25367472735893787
Amazon Photo,YACHT,3,915.0,1.7669980932326823,5.866476368338627,7.333333333333333,0.2808743169398907,0.23424408014571949
