cohort,metric,direction,comparator,n_valid_datasets,mean_raw_delta_psf_minus_comparator,median_raw_delta_psf_minus_comparator,mean_directional_advantage,median_directional_advantage,wins,ties,losses,favorable
REVISED_CORE9_NO_CHAMELEON,rho_size_pairmix,higher,CEHM,7,0.006151754179422019,0.0,0.006151754179422019,0.0,3,3,1,False
REVISED_CORE9_NO_CHAMELEON,rho_size_pairmix,higher,YACHT,7,0.10007014153887853,0.10521471024868756,0.10007014153887853,0.10521471024868756,5,1,1,True
REVISED_CORE9_NO_CHAMELEON,rho_size_pairmix,higher,RANGE,7,0.15530415264878128,0.033333333333333326,0.15530415264878128,0.033333333333333326,4,1,2,True
REVISED_CORE9_NO_CHAMELEON,rho_size_pairmix,higher,GPEC,7,0.05419316830495528,0.0,0.05419316830495528,0.0,3,3,1,False
REVISED_CORE9_NO_CHAMELEON,LCMER,higher,MCLA,9,-0.017147209637599872,0.026194815749541522,-0.017147209637599872,0.026194815749541522,6,0,3,False
REVISED_CORE9_NO_CHAMELEON,LCMER,higher,HBGF,9,-0.034349690156057044,0.002801904106634945,-0.034349690156057044,0.002801904106634945,5,0,4,False
REVISED_CORE9_NO_CHAMELEON,LCMER,higher,CEHM,9,0.0017616249642748254,0.0,0.0017616249642748254,0.0,4,1,4,False
REVISED_CORE9_NO_CHAMELEON,LCMER,higher,YACHT,9,-0.06651889471449048,-0.03610999348747734,-0.06651889471449048,-0.03610999348747734,3,0,6,False
REVISED_CORE9_NO_CHAMELEON,LCMER,higher,RANGE,9,-0.05604935406806555,0.004434083535069133,-0.05604935406806555,0.004434083535069133,5,0,4,False
REVISED_CORE9_NO_CHAMELEON,LCMER,higher,GPEC,9,-0.020063717784505997,-0.02721642540733571,-0.020063717784505997,-0.02721642540733571,3,0,6,False
REVISED_CORE9_NO_CHAMELEON,Top1MixExcessRatio,higher,MCLA,9,0.0381393448804206,0.031221248491021036,0.0381393448804206,0.031221248491021036,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,Top1MixExcessRatio,higher,HBGF,9,0.008539825921759059,0.002801904106634945,0.008539825921759059,0.002801904106634945,5,0,4,True
REVISED_CORE9_NO_CHAMELEON,Top1MixExcessRatio,higher,CEHM,9,0.05120779563146259,0.00248493117586146,0.05120779563146259,0.00248493117586146,5,1,3,True
REVISED_CORE9_NO_CHAMELEON,Top1MixExcessRatio,higher,YACHT,9,-0.011054600211684053,0.016312082553029406,-0.011054600211684053,0.016312082553029406,5,0,4,False
REVISED_CORE9_NO_CHAMELEON,Top1MixExcessRatio,higher,RANGE,9,-0.041214369879168315,0.004434083535069133,-0.041214369879168315,0.004434083535069133,5,0,4,False
REVISED_CORE9_NO_CHAMELEON,Top1MixExcessRatio,higher,GPEC,9,0.13181817920429828,-0.02721642540733571,0.13181817920429828,-0.02721642540733571,3,0,6,False
REVISED_CORE9_NO_CHAMELEON,MixingHHI,higher,MCLA,9,0.15579701116754585,0.09801442195732457,0.15579701116754585,0.09801442195732457,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,MixingHHI,higher,HBGF,9,0.29730062254556905,0.3078604656450681,0.29730062254556905,0.3078604656450681,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,MixingHHI,higher,CEHM,9,-0.05262844714693202,-0.019153378126142484,-0.05262844714693202,-0.019153378126142484,1,1,7,False
REVISED_CORE9_NO_CHAMELEON,MixingHHI,higher,YACHT,9,0.20918015121971678,0.2917370848706476,0.20918015121971678,0.2917370848706476,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,MixingHHI,higher,RANGE,9,0.23499629655400833,0.25341188564538386,0.23499629655400833,0.25341188564538386,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,MixingHHI,higher,GPEC,9,0.14908136330287275,0.07839819826719079,0.14908136330287275,0.07839819826719079,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,PurityGap,higher,MCLA,9,0.10454954575838525,0.10120875033583822,0.10454954575838525,0.10120875033583822,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,PurityGap,higher,HBGF,8,0.08885118140488563,0.04277043857948022,0.08885118140488563,0.04277043857948022,6,0,2,True
REVISED_CORE9_NO_CHAMELEON,PurityGap,higher,CEHM,9,-0.0003438852008610475,0.0,-0.0003438852008610475,0.0,4,1,4,False
REVISED_CORE9_NO_CHAMELEON,PurityGap,higher,YACHT,9,0.028458090494747654,-0.04653675364257448,0.028458090494747654,-0.04653675364257448,3,0,6,False
REVISED_CORE9_NO_CHAMELEON,PurityGap,higher,RANGE,9,0.0977097291854922,0.10844692441672645,0.0977097291854922,0.10844692441672645,6,1,2,True
REVISED_CORE9_NO_CHAMELEON,PurityGap,higher,GPEC,9,0.05064535307140097,0.03995891308731597,0.05064535307140097,0.03995891308731597,6,1,2,True
REVISED_CORE9_NO_CHAMELEON,EntropyGap,higher,MCLA,9,0.22455789120969374,0.15538428386882017,0.22455789120969374,0.15538428386882017,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,EntropyGap,higher,HBGF,8,0.10224402955098716,0.030676504542236055,0.10224402955098716,0.030676504542236055,5,0,3,True
REVISED_CORE9_NO_CHAMELEON,EntropyGap,higher,CEHM,9,-0.01208288502519688,0.0,-0.01208288502519688,0.0,4,1,4,False
REVISED_CORE9_NO_CHAMELEON,EntropyGap,higher,YACHT,9,0.1091484966918168,-0.04590534974134669,0.1091484966918168,-0.04590534974134669,4,0,5,False
REVISED_CORE9_NO_CHAMELEON,EntropyGap,higher,RANGE,9,0.1833378873245003,0.0714745497622561,0.1833378873245003,0.0714745497622561,6,1,2,True
REVISED_CORE9_NO_CHAMELEON,EntropyGap,higher,GPEC,9,0.1141447896121228,0.06926522291066606,0.1141447896121228,0.06926522291066606,6,1,2,True
REVISED_CORE9_NO_CHAMELEON,PairMixGap,higher,MCLA,9,0.1291730679017993,0.17554813679032988,0.1291730679017993,0.17554813679032988,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,PairMixGap,higher,HBGF,8,0.09690766483224152,0.022098485160374937,0.09690766483224152,0.022098485160374937,7,0,1,True
REVISED_CORE9_NO_CHAMELEON,PairMixGap,higher,CEHM,9,0.0010401414940068422,0.0,0.0010401414940068422,0.0,4,1,4,False
REVISED_CORE9_NO_CHAMELEON,PairMixGap,higher,YACHT,9,0.04369020486164911,-0.015447773246732466,0.04369020486164911,-0.015447773246732466,4,0,5,False
REVISED_CORE9_NO_CHAMELEON,PairMixGap,higher,RANGE,9,0.09477564214303734,0.08772387883491223,0.09477564214303734,0.08772387883491223,6,1,2,True
REVISED_CORE9_NO_CHAMELEON,PairMixGap,higher,GPEC,9,0.053882009611016905,0.05846576189424785,0.053882009611016905,0.05846576189424785,6,1,2,True
REVISED_CORE9_NO_CHAMELEON,H_Y_given_Z,lower,MCLA,9,0.0022353193913664526,0.005749574355144449,-0.0022353193913664526,-0.005749574355144449,4,0,5,False
REVISED_CORE9_NO_CHAMELEON,H_Y_given_Z,lower,HBGF,9,-0.01886649806838693,-0.04303294379763045,0.01886649806838693,0.04303294379763045,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,H_Y_given_Z,lower,CEHM,9,-0.019516432279500655,-0.008680163119736406,0.019516432279500655,0.008680163119736406,5,1,3,True
REVISED_CORE9_NO_CHAMELEON,H_Y_given_Z,lower,YACHT,9,-0.022185137986588315,-0.04764539695768932,0.022185137986588315,0.04764539695768932,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,H_Y_given_Z,lower,RANGE,9,0.019437930428228983,-0.02044368468481461,-0.019437930428228983,0.02044368468481461,6,0,3,False
REVISED_CORE9_NO_CHAMELEON,H_Y_given_Z,lower,GPEC,9,-0.004535166588538592,-0.00919862671127647,0.004535166588538592,0.00919862671127647,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,MixingEffectiveClusters,lower,MCLA,9,-2.3872971239058294,-0.2234546909113979,2.3872971239058294,0.2234546909113979,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,MixingEffectiveClusters,lower,HBGF,9,-3.7261199607879365,-0.9790598456278008,3.7261199607879365,0.9790598456278008,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,MixingEffectiveClusters,lower,CEHM,9,0.07294784939337075,0.021113283743131595,-0.07294784939337075,-0.021113283743131595,1,1,7,False
REVISED_CORE9_NO_CHAMELEON,MixingEffectiveClusters,lower,YACHT,9,-1.9958523570697535,-0.7767680509634152,1.9958523570697535,0.7767680509634152,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,MixingEffectiveClusters,lower,RANGE,9,-2.002788359952979,-0.6652487861245215,2.002788359952979,0.6652487861245215,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,MixingEffectiveClusters,lower,GPEC,9,-1.7742909030117557,-0.32034240561761274,1.7742909030117557,0.32034240561761274,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,MixingBurdenEntropy,lower,MCLA,9,-0.2450804546808905,-0.1080796636878355,0.2450804546808905,0.1080796636878355,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,MixingBurdenEntropy,lower,HBGF,9,-0.41874711921080227,-0.4488241527358295,0.41874711921080227,0.4488241527358295,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,MixingBurdenEntropy,lower,CEHM,9,0.054824504212124,0.03400418865913038,-0.054824504212124,-0.03400418865913038,1,1,7,False
REVISED_CORE9_NO_CHAMELEON,MixingBurdenEntropy,lower,YACHT,9,-0.292382375053176,-0.3853572744302638,0.292382375053176,0.3853572744302638,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,MixingBurdenEntropy,lower,RANGE,9,-0.3207248821177743,-0.29882643312033946,0.3207248821177743,0.29882643312033946,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,MixingBurdenEntropy,lower,GPEC,9,-0.20393490170513165,-0.11177695588674919,0.20393490170513165,0.11177695588674919,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,MixingGini,higher,MCLA,9,0.13003711672880738,0.06581817660297085,0.13003711672880738,0.06581817660297085,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,MixingGini,higher,HBGF,9,0.3017671137744965,0.3008201863792981,0.3017671137744965,0.3008201863792981,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,MixingGini,higher,CEHM,9,-0.01413348667460714,-0.007916034626557045,-0.01413348667460714,-0.007916034626557045,0,1,8,False
REVISED_CORE9_NO_CHAMELEON,MixingGini,higher,YACHT,9,0.13474235350512284,0.17641825936584477,0.13474235350512284,0.17641825936584477,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,MixingGini,higher,RANGE,9,0.17598489772892897,0.20088330941892846,0.17598489772892897,0.20088330941892846,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,MixingGini,higher,GPEC,9,0.1167725720302643,0.0900746345732566,0.1167725720302643,0.0900746345732566,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,cluster_size_cv,higher,MCLA,9,0.1882071229597175,0.19753710489021914,0.1882071229597175,0.19753710489021914,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,cluster_size_cv,higher,HBGF,9,0.4555086903144173,0.4311240411562995,0.4555086903144173,0.4311240411562995,9,0,0,True
REVISED_CORE9_NO_CHAMELEON,cluster_size_cv,higher,CEHM,9,-0.09788990686498591,-0.03813619167134644,-0.09788990686498591,-0.03813619167134644,0,1,8,False
REVISED_CORE9_NO_CHAMELEON,cluster_size_cv,higher,YACHT,9,0.289861548042167,0.38815033645166586,0.289861548042167,0.38815033645166586,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,cluster_size_cv,higher,RANGE,9,0.33440519864394497,0.3212703101920237,0.33440519864394497,0.3212703101920237,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,cluster_size_cv,higher,GPEC,9,0.20305162538384008,0.16932905497579132,0.20305162538384008,0.16932905497579132,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,largest_cluster_fraction,higher,MCLA,9,0.060529463714121184,0.04931545124336406,0.060529463714121184,0.04931545124336406,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,largest_cluster_fraction,higher,HBGF,9,0.15528983106689145,0.09083333333333331,0.15528983106689145,0.09083333333333331,9,0,0,True
REVISED_CORE9_NO_CHAMELEON,largest_cluster_fraction,higher,CEHM,9,-0.03910459838600646,-0.016859504132231418,-0.03910459838600646,-0.016859504132231418,1,2,6,False
REVISED_CORE9_NO_CHAMELEON,largest_cluster_fraction,higher,YACHT,9,0.09828904379012855,0.07916666666666664,0.09828904379012855,0.07916666666666664,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,largest_cluster_fraction,higher,RANGE,9,0.12000405421267302,0.07249999999999998,0.12000405421267302,0.07249999999999998,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,largest_cluster_fraction,higher,GPEC,9,0.07083161644809219,0.06916666666666663,0.07083161644809219,0.06916666666666663,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,LargeClusterSampleShare,higher,MCLA,9,0.09069927339348376,0.047219893825090786,0.09069927339348376,0.047219893825090786,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,LargeClusterSampleShare,higher,HBGF,9,0.1317014971369698,0.06710743801652891,0.1317014971369698,0.06710743801652891,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,LargeClusterSampleShare,higher,CEHM,9,-0.01981983213681631,-0.005029337803855782,-0.01981983213681631,-0.005029337803855782,1,2,6,False
REVISED_CORE9_NO_CHAMELEON,LargeClusterSampleShare,higher,YACHT,9,0.12381695211949667,0.19407516822583293,0.12381695211949667,0.19407516822583293,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,LargeClusterSampleShare,higher,RANGE,9,0.11712063555317934,0.1606351550960119,0.11712063555317934,0.1606351550960119,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,LargeClusterSampleShare,higher,GPEC,9,0.08732113119048322,0.08796296296296291,0.08732113119048322,0.08796296296296291,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,LCMS,higher,MCLA,9,0.1317683421790511,0.04941427317652847,0.1317683421790511,0.04941427317652847,9,0,0,True
REVISED_CORE9_NO_CHAMELEON,LCMS,higher,HBGF,9,0.24404830948117195,0.2900588377447413,0.24404830948117195,0.2900588377447413,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,LCMS,higher,CEHM,9,-0.0142677511027088,-0.0079160346265571,-0.0142677511027088,-0.0079160346265571,0,1,8,False
REVISED_CORE9_NO_CHAMELEON,LCMS,higher,YACHT,9,0.1258700705762249,0.13164297436546546,0.1258700705762249,0.13164297436546546,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,LCMS,higher,RANGE,9,0.1574043715492408,0.16473911334537028,0.1574043715492408,0.16473911334537028,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,LCMS,higher,GPEC,9,0.10766117463869278,0.08598513802517105,0.10766117463869278,0.08598513802517105,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,LCPCS,higher,MCLA,9,0.12711856583529194,0.045381640202433626,0.12711856583529194,0.045381640202433626,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,LCPCS,higher,HBGF,9,0.23282296113072892,0.1929576070871432,0.23282296113072892,0.1929576070871432,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,LCPCS,higher,CEHM,9,-0.01723239420637679,-0.00787332256194162,-0.01723239420637679,-0.00787332256194162,1,1,7,False
REVISED_CORE9_NO_CHAMELEON,LCPCS,higher,YACHT,9,0.15698229335200045,0.21608576455175643,0.15698229335200045,0.21608576455175643,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,LCPCS,higher,RANGE,9,0.17430597616849922,0.17172775578021526,0.17430597616849922,0.17172775578021526,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,LCPCS,higher,GPEC,9,0.11577562784822598,0.0713675105029431,0.11577562784822598,0.0713675105029431,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,Top1CrossMixShare,higher,MCLA,9,0.16088281687984843,0.07187645996019965,0.16088281687984843,0.07187645996019965,9,0,0,True
REVISED_CORE9_NO_CHAMELEON,Top1CrossMixShare,higher,HBGF,9,0.3421637453563763,0.3337182223519417,0.3421637453563763,0.3337182223519417,9,0,0,True
REVISED_CORE9_NO_CHAMELEON,Top1CrossMixShare,higher,CEHM,9,-0.034467830359733234,-0.010067367670165694,-0.034467830359733234,-0.010067367670165694,1,1,7,False
REVISED_CORE9_NO_CHAMELEON,Top1CrossMixShare,higher,YACHT,9,0.18265834253853214,0.22125475194157973,0.18265834253853214,0.22125475194157973,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,Top1CrossMixShare,higher,RANGE,9,0.24402788626346789,0.21941272020589755,0.24402788626346789,0.21941272020589755,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,Top1CrossMixShare,higher,GPEC,9,0.17320478646490386,0.1238759968037052,0.17320478646490386,0.1238759968037052,7,0,2,True
REVISED_CORE9_NO_CHAMELEON,Top1PairCapacityShare,higher,MCLA,9,0.11152296760690211,0.05482153923875821,0.11152296760690211,0.05482153923875821,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,Top1PairCapacityShare,higher,HBGF,9,0.2868770513743923,0.326486894984306,0.2868770513743923,0.326486894984306,9,0,0,True
REVISED_CORE9_NO_CHAMELEON,Top1PairCapacityShare,higher,CEHM,9,-0.04484667204501007,-0.034146811616892425,-0.04484667204501007,-0.034146811616892425,2,1,6,False
REVISED_CORE9_NO_CHAMELEON,Top1PairCapacityShare,higher,YACHT,9,0.16190371802928816,0.26275842827431783,0.16190371802928816,0.26275842827431783,6,0,3,True
REVISED_CORE9_NO_CHAMELEON,Top1PairCapacityShare,higher,RANGE,9,0.21107961715370932,0.20500928696704723,0.21107961715370932,0.20500928696704723,8,0,1,True
REVISED_CORE9_NO_CHAMELEON,Top1PairCapacityShare,higher,GPEC,9,0.12699502058046327,0.057233882270208536,0.12699502058046327,0.057233882270208536,8,0,1,True
