dataset,method,ACC,NMI,ARI,F1
Extended Yale-B,CA,0.096244131455399048,0.12502269122719406,0.0144244172399801,0.10189390011277533
Extended Yale-B,CEHM,0.093758630212648408,0.11569924110426406,0.013293295984859434,0.094879676000085234
Extended Yale-B,LinearPair,0.096520298260149115,0.12496030109320495,0.0148409283883083,0.1019064847253809
Extended Yale-B,PSF-CE,0.096244131455399048,0.12473399086567964,0.014309642251677232,0.1020029019619097
Extended Yale-B,Poly2,0.098453465893399594,0.12545176754106394,0.0145539752079941,0.105049845637329
Extended Yale-B,RANGE,0.092377796188898034,0.12293592635646854,0.014283487085346968,0.095291805349077038
Extended Yale-B,YACHT,0.10011046672190001,0.12919046781785817,0.015222123622924367,0.10287176124443005
Handwritten,AggregatePower,0.94850000000000001,0.90454639977357709,0.8901357636452456,0.94898404851184281
Handwritten,CA,0.94850000000000001,0.90503025136802739,0.89055291771352962,0.94889263884118258
Handwritten,CEHM,0.94966666666666677,0.9037787782568959,0.89252306298325113,0.94991603393723878
Handwritten,LinearPair,0.94850000000000001,0.90454639977357709,0.8901357636452456,0.94898404851184281
Handwritten,PSF-CE,0.94850000000000001,0.90456479970377812,0.89020104917694987,0.94897461936553051
Handwritten,Poly2,0.94850000000000001,0.90452345067310658,0.8900620800975112,0.948994222541368
Handwritten,RANGE,0.91449999999999998,0.87616945257351031,0.84551858959474258,0.91597044532834448
Handwritten,YACHT,0.91383333333333339,0.87160582285339283,0.84195167486008093,0.91638934945702166
Human Kidney,AggregatePower,0.35222222222222221,0.26690840226984264,0.10674971442236797,0.24161062038089057
Human Kidney,CA,0.35222222222222221,0.26690840226984264,0.10674971442236797,0.24161062038089057
Human Kidney,CEHM,0.35571428571428571,0.26457520579618793,0.090826468822894177,0.24392854175123638
Human Kidney,LinearPair,0.34952380952380951,0.26773814126462447,0.10631529998604239,0.23824057306125365
Human Kidney,PSF-CE,0.34984126984126984,0.26849615414800387,0.10567871299436553,0.2402473991823135
Human Kidney,Poly2,0.34952380952380951,0.26773814126462447,0.10631529998604239,0.23824057306125365
Human Kidney,RANGE,0.38952380952380955,0.31390687553798374,0.15204101538260295,0.32395223175156468
Human Kidney,YACHT,0.37714285714285717,0.29640527430033242,0.15227327769162857,0.31996769989474189
IMDB,AggregatePower,0.35483870967741932,0.0033682304271382669,-0.0010326457085545915,0.3076615567049848
IMDB,CA,0.35483870967741932,0.0033682304271382669,-0.0010326457085545915,0.3076615567049848
IMDB,CEHM,0.3702664796633941,0,0,0.18014329580348001
IMDB,LinearPair,0.35483870967741932,0.0033682304271382669,-0.0010326457085545915,0.3076615567049848
IMDB,PSF-CE,0.35483870967741932,0.0033648011099122999,-0.0010244027338201917,0.30762915340148766
IMDB,Poly2,0.35483870967741932,0.0033682304271382669,-0.0010326457085545915,0.3076615567049848
IMDB,RANGE,0.35476079164718716,0.0023676374540553,0.0014563290351197666,0.34403471394247559
IMDB,YACHT,0.36060464391460179,0.0015816010044218667,0.0017961713314033334,0.34423475346864602
Isolet,AggregatePower,0.60897435897435892,0.050995534336719495,0.062935995000379774,0.58085170733048119
Isolet,CA,0.60726495726495722,0.048893699969195868,0.060169491229847209,0.57916081551471843
