dataset,method,ACC,NMI,ARI,F1
NGs,LinearPair,0.20799999999999999,0.019240577854226334,4.7871236158019799e-05,0.082965815675041396
NGs,PSF-CE,0.20799999999999999,0.019240577854226334,4.7871236158019799e-05,0.082965815675041396
NGs,Poly2,0.20799999999999999,0.019240577854226334,4.7871236158019799e-05,0.082965815675041396
NGs,RANGE,0.38466666666666666,0.1536494934621816,0.12668381243657359,0.37364133706504482
NGs,YACHT,0.36600000000000005,0.13816877360033161,0.096486650127685938,0.33949379154939785
NUSWIDE-Object-2000,AggregatePower,0.16866666666666666,0.17044814483624973,0.044836476062084435,0.11114135998446843
NUSWIDE-Object-2000,CA,0.16866666666666666,0.17044814483624973,0.044836476062084435,0.11114135998446843
NUSWIDE-Object-2000,CEHM,0.11749999999999999,0,0,0.0067835750884028996
NUSWIDE-Object-2000,LinearPair,0.16866666666666666,0.17044814483624973,0.044836476062084435,0.11114135998446843
NUSWIDE-Object-2000,PSF-CE,0.16883333333333331,0.16873379171811362,0.044000793752689171,0.11116621985956136
NUSWIDE-Object-2000,Poly2,0.16866666666666666,0.17044814483624973,0.044836476062084435,0.11114135998446843
NUSWIDE-Object-2000,RANGE,0.14283333333333334,0.17380321982200342,0.039026298229544336,0.11689800715359849
NUSWIDE-Object-2000,YACHT,0.13550000000000001,0.1667408020703198,0.033441723781554404,0.11597144329385427
ORL,AggregatePower,0.65583333333333338,0.83756650351205775,0.46763928944506533,0.65078459674612565
ORL,CA,0.65583333333333338,0.83756650351205775,0.46763928944506533,0.65078459674612565
ORL,CEHM,0.65583333333333338,0.84124221984798131,0.42521618276517059,0.65966365800693139
ORL,LinearPair,0.65166666666666673,0.84573715552635564,0.44743449469866586,0.65093076227753344
ORL,PSF-CE,0.65916666666666668,0.83837658835396789,0.46548510155805706,0.65558665897988755
ORL,Poly2,0.65166666666666673,0.84573715552635564,0.44743449469866586,0.65093076227753344
ORL,RANGE,0.75416666666666676,0.87694239446726074,0.66037192534918165,0.75130862730210846
ORL,YACHT,0.72916666666666663,0.8553416201017584,0.62197684064189052,0.72190557350434659
PubMed,AggregatePower,0.51596760832445776,0.15885636495146194,0.11193460824788359,0.43647095264639252
PubMed,CA,0.51596760832445776,0.15885636495146194,0.11193460824788359,0.43647095264639252
PubMed,CEHM,0.58609321904955114,0.18492486452332138,0.12575468813492691,0.431698384163202
PubMed,LinearPair,0.51596760832445776,0.15885636495146194,0.11193460824788359,0.43647095264639252
PubMed,PSF-CE,0.51598451420939628,0.15885498443818499,0.1119400391005031,0.43648021964514766
PubMed,Poly2,0.59917837399198659,0.18734210679645483,0.18075057583678092,0.58802762526308106
PubMed,RANGE,0.58824026643674665,0.1590583865175676,0.16285783922084049,0.55922999312830124
PubMed,YACHT,0.61993880069652241,0.20507814344698472,0.20292371690395086,0.60526318616353392
Reuters,AggregatePower,0.47266666666666662,0.20719591847661778,0.16861687751195156,0.21092867638921073
Reuters,CA,0.47266666666666662,0.20719591847661778,0.16861687751195156,0.21092867638921073
Reuters,CEHM,0.27800000000000002,0,0,0.072509128847157003
Reuters,LinearPair,0.47266666666666662,0.20719591847661778,0.16861687751195156,0.21092867638921073
Reuters,PSF-CE,0.47244444444444444,0.20761171532570155,0.16827057033025741,0.21095083102887416
Reuters,Poly2,0.47266666666666662,0.20719591847661778,0.16861687751195156,0.21092867638921073
Reuters,RANGE,0.41599999999999998,0.21234048303581232,0.20185188302072699,0.35186643339329976
Reuters,YACHT,0.36977777777777776,0.1555004551272221,0.14643608587261817,0.31563329307484839
Scene15,AggregatePower,0.41181716833890741,0.42218784313372609,0.24258927797649835,0.39744605312057396
Scene15,CA,0.40572277963582309,0.42071523444512643,0.22869642011480354,0.39505077836919983
Scene15,CEHM,0.0914158305462653,0,0,0.011167858358869499
Scene15,LinearPair,0.40572277963582309,0.42071523444512643,0.22869642011480354,0.39505077836919983
Scene15,PSF-CE,0.40527684875510955,0.42040602294864232,0.22841194566545633,0.3946131947862801
Scene15,Poly2,0.40572277963582309,0.42071523444512643,0.22869642011480354,0.39505077836919983
Scene15,RANGE,0.4181345224823485,0.41058398891717607,0.24076879967207318,0.4113110619181794
Scene15,YACHT,0.36729840208101067,0.3929008970353367,0.21606315863703962,0.35565841805809789
Squirrel,AggregatePower,0.23431391399089915,0.010610336514197035,0.0043043736768604663,0.19075107632133648
Squirrel,CA,0.23431391399089915,0.010610336514197035,0.0043043736768604663,0.19075107632133648
Squirrel,CEHM,0.2003460872909055,0,0,0.066762774307223993
Squirrel,LinearPair,0.23431391399089915,0.010610336514197035,0.0043043736768604663,0.19075107632133648
Squirrel,PSF-CE,0.23437800422995572,0.010062267095205966,0.0042471956360628669,0.19053023526965648
Squirrel,Poly2,0.23431391399089915,0.010610336514197035,0.0043043736768604663,0.19075107632133648
Squirrel,RANGE,0.25027238351599052,0.013359307866189267,0.0104510814195723,0.23520735788043101
Squirrel,YACHT,0.24610651797731201,0.013614932426357633,0.0079047352089506671,0.24447171900385914
UMIST,AggregatePower,0.41797101449275359,0.61091556404760694,0.30424879890955531,0.41451141487019588
UMIST,CA,0.42144927536231885,0.60959222526686552,0.30077811852000175,0.41813229317830397
UMIST,CEHM,0.41275362318840575,0.60065201483505581,0.2873253696101809,0.4005125016648699
UMIST,LinearPair,0.41275362318840575,0.60850317671232945,0.29441847412548916,0.40781862863463525
UMIST,PSF-CE,0.41565217391304343,0.60549177768860618,0.29689537687563189,0.41097114870715884
UMIST,Poly2,0.40811594202898549,0.60620901103235758,0.29065528208948849,0.40326522200557591
UMIST,RANGE,0.39130434782608692,0.58488797593323893,0.28694114677341465,0.37963812441755529
UMIST,YACHT,0.39768115942028981,0.5852178892073282,0.29130879265852472,0.38467139281381285
USPS3568,AggregatePower,0.67412935323383083,0.63918084015209953,0.53318271733747791,0.60980046586535375
USPS3568,CA,0.67445381786718583,0.6377045796041213,0.53369351201810289,0.60984576376047306
USPS3568,CEHM,0.66991131300021634,0.56624868485506574,0.48614360372646698,0.59258536170677056
USPS3568,LinearPair,0.6740211983560459,0.64630544751813979,0.53617667390899426,0.61063581137648093
USPS3568,PSF-CE,0.67423750811161576,0.64658638278080771,0.536683243173251,0.61078442414221712
USPS3568,Poly2,0.6740211983560459,0.64630544751813979,0.53617667390899426,0.61063581137648093
USPS3568,RANGE,0.73491239454899426,0.5519423130093285,0.51186742829992449,0.71850396029397678
USPS3568,YACHT,0.67953709712308019,0.46371400848002714,0.41753946534412639,0.68219098091097063
WebKB,AggregatePower,0.78020932445290203,0.00088222944156950004,-0.001367446150206,0.43826830571886682
WebKB,CA,0.78020932445290203,0.00088222944156950004,-0.001367446150206,0.43826830571886682
WebKB,CEHM,0.7811607992388202,0,0,0.43856837606837601
WebKB,LinearPair,0.78020932445290203,0.00088222944156950004,-0.001367446150206,0.43826830571886682
WebKB,PSF-CE,0.78020932445290203,0.00088222944156950004,-0.001367446150206,0.43826830571886682
WebKB,Poly2,0.78020932445290203,0.00088222944156950004,-0.001367446150206,0.43826830571886682
WebKB,RANGE,0.68823342848081193,0.13611783163052113,0.1528306823263246,0.64928036750675566
WebKB,YACHT,0.69743101807802088,0.2001454545715716,0.17551880543986562,0.66706603549208265
WebKB-Cornell,AggregatePower,0.34017094017094013,0.084886256661881432,0.023641611938271165,0.28087361629557261
WebKB-Cornell,CA,0.33504273504273502,0.082571645896332826,0.022960730542831032,0.27872447042317033
WebKB-Cornell,CEHM,0.3726495726495726,0.059946798635171335,0.0068206984235637353,0.2370549142138075
WebKB-Cornell,LinearPair,0.33504273504273502,0.081207165691402461,0.021985630237750201,0.27994814386419126
WebKB-Cornell,PSF-CE,0.34017094017094013,0.084886256661881432,0.023641611938271165,0.28087361629557261
WebKB-Cornell,Poly2,0.33504273504273502,0.081207165691402461,0.021985630237750201,0.27994814386419126
WebKB-Cornell,RANGE,0.36068376068376068,0.10099702272583266,0.059976842051328805,0.3135070323575026
WebKB-Cornell,YACHT,0.34871794871794864,0.08767676024224047,0.036638940738228265,0.30459089812675583
WebKB-Texas,AggregatePower,0.42602495543672009,0.039857208886035132,0.03462747389785243,0.21906233285899324
WebKB-Texas,CA,0.42602495543672009,0.039857208886035132,0.03462747389785243,0.21906233285899324
WebKB-Texas,CEHM,0.54367201426024947,0.00063034933505650001,-0.0024367058131160003,0.14696372592924309
WebKB-Texas,LinearPair,0.42245989304812831,0.033737309528186703,0.03158731406382103,0.21593593329918956
WebKB-Texas,PSF-CE,0.42602495543672009,0.040051133182743698,0.035762309383478366,0.22075867882662492
WebKB-Texas,Poly2,0.42245989304812831,0.033737309528186703,0.03158731406382103,0.21593593329918956
WebKB-Texas,RANGE,0.40463458110516931,0.091596642188768437,0.092639449173853902,0.28863045733374987
WebKB-Texas,YACHT,0.30837789661319071,0.062704778801336625,0.036973749838921564,0.23958842488068599
WebKB-Washington,AggregatePower,0.44637681159420284,0.074781796781451873,0.05479467365053161,0.22968946559719447
WebKB-Washington,CA,0.44637681159420284,0.074781796781451873,0.05479467365053161,0.22968946559719447
WebKB-Washington,CEHM,0.48260869565217385,0.039993192257083567,0.031582160194714964,0.19469908311256279
WebKB-Washington,LinearPair,0.44637681159420284,0.07234805111124254,0.057567609442245669,0.22960572943187471
WebKB-Washington,PSF-CE,0.44637681159420284,0.074781796781451873,0.05479467365053161,0.22968946559719447
WebKB-Washington,Poly2,0.44637681159420284,0.07234805111124254,0.057567609442245669,0.22960572943187471
WebKB-Washington,RANGE,0.38405797101449268,0.10821127680729527,0.097782684223098326,0.30481490397537864
WebKB-Washington,YACHT,0.35942028985507246,0.090522252148402552,0.067825088625513633,0.28775290379600427
WebKB-Wisconsin,AggregatePower,0.31320754716981125,0.040266740929858401,0.015176993102498698,0.24836306509625775
WebKB-Wisconsin,CA,0.31320754716981125,0.040266740929858401,0.015176993102498698,0.24836306509625775
WebKB-Wisconsin,CEHM,0.41509433962264142,0.012919293298591665,0.0044627038767576328,0.17189976148641076
WebKB-Wisconsin,LinearPair,0.31320754716981125,0.040266740929858401,0.015176993102498698,0.24836306509625775
WebKB-Wisconsin,PSF-CE,0.31320754716981125,0.040266740929858401,0.015176993102498698,0.25318217489884409
WebKB-Wisconsin,Poly2,0.31320754716981125,0.040266740929858401,0.015176993102498698,0.24836306509625775
WebKB-Wisconsin,RANGE,0.33584905660377351,0.10248281472472391,0.060273965528168001,0.3007970445916564
WebKB-Wisconsin,YACHT,0.30440251572327043,0.078028259199645136,0.032162023076857664,0.26250446048366527
Wiki,AggregatePower,0.51325889741800423,0.43528050454900175,0.33068064381823348,0.49152326107330691
Wiki,CA,0.50593161200279135,0.43125989155168593,0.32325991278100558,0.48683828490942682
Wiki,CEHM,0.15736217725052329,0,0,0.027193246909858301
Wiki,LinearPair,0.49767387764596416,0.44568444304601457,0.31547736270331345,0.47785148813710654
Wiki,PSF-CE,0.50535008141428239,0.43213431346644587,0.32353957087392521,0.48653395360910245
Wiki,Poly2,0.49767387764596416,0.44568444304601457,0.31547736270331345,0.47785148813710654
Wiki,RANGE,0.49395208187950684,0.42198659849345505,0.32976680108646766,0.47554513509206714
Wiki,YACHT,0.31146778320539659,0.21120705026963013,0.13047219160340914,0.31582434402255788
WikiCS,AggregatePower,0.42956442469304612,0.35503960190482692,0.24788246267169231,0.27495213211960773
WikiCS,CA,0.42956442469304612,0.35503960190482692,0.24788246267169231,0.27495213211960773
WikiCS,CEHM,0.29402045409224281,0.11133295393524011,0.073928516682671766,0.09108406652606893
WikiCS,LinearPair,0.42956442469304612,0.35503960190482692,0.24788246267169231,0.27495213211960773
WikiCS,PSF-CE,0.42976383784861688,0.35511322534947815,0.24800146279496307,0.27505039743225485
WikiCS,Poly2,0.44340939520838668,0.36359951748200209,0.26220141745741343,0.29426243041073907
WikiCS,RANGE,0.46084380252400076,0.3693548582671895,0.30572064148704109,0.37263560992626904
WikiCS,YACHT,0.42819702019770389,0.35201545666261652,0.26845910875721107,0.34492214558463896
Worm Neuron,AggregatePower,0.34870202261506611,0.23754238590086416,0.050554166355003503,0.27705456203835482
Worm Neuron,CA,0.34870202261506611,0.23754238590086416,0.050554166355003503,0.27705456203835482
Worm Neuron,CEHM,0.3123108775282688,0.17389569082988277,0.034079618864808599,0.20338116368405046
Worm Neuron,LinearPair,0.34352603917821306,0.23009646320162036,0.048759181448731294,0.26967648670301303
Worm Neuron,PSF-CE,0.33882783882783879,0.22069259533670324,0.045257105834262436,0.26108841519527698
Worm Neuron,Poly2,0.34352603917821306,0.23009646320162036,0.048759181448731294,0.26967648670301303
Worm Neuron,RANGE,0.41535276317885012,0.3658912648409029,0.14171915443103802,0.42744174688839864
Worm Neuron,YACHT,0.40468227424749159,0.32699537293190167,0.15090420492676823,0.41198030967716148
