"panel","parameter","q","lambda","dataset","pool","n","c","M","returned_k","ACC","NMI","prediction_file_sha256"
"q","12.0","12.0","0.665","ORL","2","400","40","20","40","0.66","0.840792758542521","b80c64177c366464a604b3c096ab095d112f6b691bdb86047bcb647c7bada6a1"
"lambda","0.1","0.72","0.1","ACM","0","3025","3","20","3","0.6829752066115703","0.45318377445094077","7457e573cda6445c614f8c2f07acb2703d0e3bb72d9d68c678a916097318b27f"
"lambda","0.1","0.72","0.1","ACM","1","3025","3","20","3","0.6813223140495868","0.4566254992741328","12a0448ddccdedcfd8b61ba8dceb6adf3dc19b4cbff2333fb855db4ee84c2eb5"
"lambda","0.1","0.72","0.1","ACM","2","3025","3","20","3","0.687603305785124","0.46337684440565713","1d65a6d89261a4260d7e7fed542a76d887597496094bc6be754384cc205b1355"
"lambda","0.1","0.72","0.1","Amazon Photo","0","7650","8","20","8","0.5922875816993464","0.5398441715495762","cf056a4114b388b382b30097f8ac9f05fde73f519c6cc0be4ee1c713fc95cfcc"
"lambda","0.1","0.72","0.1","Amazon Photo","1","7650","8","20","8","0.5915032679738562","0.5404154970226986","eb71ee65837f1082953515f7d47c08821a83714a33972f387ba6243c61f74280"
"lambda","0.1","0.72","0.1","Amazon Photo","2","7650","8","20","8","0.5901960784313726","0.5394254804350344","41efd45f1c82bd86a3c51f945d881286ac127620e3e9142e1ee22c0dfef7d28a"
"lambda","0.1","0.72","0.1","BBC News Sport","0","737","5","20","5","0.3812754409769335","0.2321041064947627","1e26f3a4c3d66615b35f601436184e0a8c8f23b9025915748e95b1c2520e9f99"
"lambda","0.1","0.72","0.1","BBC News Sport","1","737","5","20","5","0.5020352781546812","0.33064483450412746","41216086d4653ebcf3962362e7a203f77d665b98628fa893778657619d081066"
"lambda","0.1","0.72","0.1","BBC News Sport","2","737","5","20","5","0.4871099050203528","0.3394075839876814","8e60115254e876684fe6834f6574a4930e6cf94bcedb245ad028671cf37a3876"
"lambda","0.1","0.72","0.1","Caltech101-20","0","2386","20","20","20","0.2673931265716681","0.40665301261841924","f118a1c80f258843cce5578f83f16342d182ce708db7a416b4c61df2675205f3"
"lambda","0.1","0.72","0.1","Caltech101-20","1","2386","20","20","20","0.2598491198658843","0.39700396920647213","b70e46be432a2a318b2b2e4835ecefc58de03ad6c5eec108b7e9e0ee230501a6"
"lambda","0.1","0.72","0.1","Caltech101-20","2","2386","20","20","20","0.268650461022632","0.40285517908273416","b59f97e0343402916938c83908c2b6ad08db1b0c80c4975910f64e05c604b1f4"
"lambda","0.1","0.72","0.1","Chameleon","0","2277","5","20","5","0.3227931488801054","0.0645215350884266","84058b965d42748c3c297395c58b99c01f4c6864bb16d32e3ca3ced55b8c6e4b"
"lambda","0.1","0.72","0.1","Chameleon","1","2277","5","20","5","0.3227931488801054","0.0645215350884266","580bb539c2d6ea4e9d9ac2fe5ae8dcdc808dc13bd8184c5160036c7e2f4649a0"
"lambda","0.1","0.72","0.1","Chameleon","2","2277","5","20","5","0.3227931488801054","0.0645215350884266","b89d1da473123a43719776f922f78038141bb2a5dd789c1730294be1ef072f59"
"lambda","0.1","0.72","0.1","Iris","0","150","3","20","3","0.8066666666666666","0.6110929132666966","1fdf1714e9adb9c372ee65290b5c1feb940b5f67aef791fa103f47b572957a3e"
"lambda","0.1","0.72","0.1","Iris","1","150","3","20","3","0.8266666666666667","0.6534762508409035","e0e91447b76278466cf8ab3781d03f17759b99e65fbb50d1d3b6eeb664893c86"
"lambda","0.1","0.72","0.1","Iris","2","150","3","20","3","0.8266666666666667","0.6525582020084985","9a597a3911c5e52995f4ebd5f664fd1c90950597db09cc1f0e43f7faf529a5bb"
"lambda","0.1","0.72","0.1","Leukemia","0","72","2","20","2","0.7083333333333334","0.12531250648530332","0a0d495e117f8cc716059b433ae368006e54315cdfa7f3f663d5c7d535f02658"
"lambda","0.1","0.72","0.1","Leukemia","1","72","2","20","2","0.7083333333333334","0.12531250648530332","2e471495ee224f930bde8bfa8270c64268105f5395fb17ec77b59a7d23b85561"
"lambda","0.1","0.72","0.1","Leukemia","2","72","2","20","2","0.7083333333333334","0.12531250648530332","27ad841374dc354720451d332eafee866cb74dcb53845aa4ed3f9651c83d24c0"
"lambda","0.1","0.72","0.1","Leukemia2","0","72","3","20","3","0.6111111111111112","0.489053040886391","76ab9ee69204ce09d0064378f7d3b7d6e50c870f5bbcbf782a865b20960b89d0"
"lambda","0.1","0.72","0.1","Leukemia2","1","72","3","20","3","0.5833333333333334","0.42419207107531653","9c79a5620a713b6f55dd3e11d6f51deb678af621833872db48f5836850b23eda"
"lambda","0.1","0.72","0.1","Leukemia2","2","72","3","20","3","0.6111111111111112","0.489053040886391","15789d1fbf01b417e788ae9088cb33dc4b081b4d51824929a68a9df6c2fcb8e6"
"lambda","0.1","0.72","0.1","Mushroom","0","8124","2","20","2","0.7304283604135894","0.2841621339305455","62320ce317aca01d404e2de075839c9aa3ae2d5c7536b69fd5bba43103b4c759"
"lambda","0.1","0.72","0.1","Mushroom","1","8124","2","20","2","0.7258739537173806","0.2606365417890567","d6f0c22df333f335414bb0f3fb958f7e5224219d235f7f34b1b84e4937e8bdea"
"lambda","0.1","0.72","0.1","Mushroom","2","8124","2","20","2","0.7296898079763663","0.2796139587182322","ef24e32ecbd3e56c677a501b94bebe03735c8dea4b4a8f2dc9d39e117c48560d"
"lambda","0.1","0.72","0.1","ORL","0","400","40","20","40","0.665","0.8341391433113955","8976e60dfe04a734ac1cbea54ffa88788403ca7f3b02cb315d6636153cc7f9ec"
"lambda","0.1","0.72","0.1","ORL","1","400","40","20","40","0.6375","0.8403656060232769","09e3eee3f3265d7b57dd6d081746a737c9a7d3fe0f606130537d039abf4632e6"
"lambda","0.1","0.72","0.1","ORL","2","400","40","20","40","0.665","0.8394223089183186","15610b8b49c53c15ba0ae8f11133bca4e360f01d52b1431b7d5d4b321e0125cc"
"lambda","0.5","0.72","0.5","ACM","0","3025","3","20","3","0.6833057851239669","0.45451051242889573","d55c758eb4b1a0ae8bcce4ce11a957e8fd46bdeaf8225c613dbf3285f69882a7"
"lambda","0.5","0.72","0.5","ACM","1","3025","3","20","3","0.6813223140495868","0.4566254992741328","01f59a8c8e03a6f9a893ec7f2cd9e5a260aef3396a387764628e243ac86b0a2e"
"lambda","0.5","0.72","0.5","ACM","2","3025","3","20","3","0.6892561983471074","0.4646639750918023","3f102037ee158b405fa01094664b397be833ea5071bfd507a1f125f04a962569"
"lambda","0.5","0.72","0.5","Amazon Photo","0","7650","8","20","8","0.5922875816993464","0.5398441715495762","17b8519814e3aee96afe56e1acb07bdd14d45fdf961551328f60491eb639e61e"
"lambda","0.5","0.72","0.5","Amazon Photo","1","7650","8","20","8","0.5913725490196079","0.5401800271814077","e7d8681fbd1baa2aa2908b1fcb753884fe73db65fec9d9c52ceef144a90e17e5"
"lambda","0.5","0.72","0.5","Amazon Photo","2","7650","8","20","8","0.5901960784313726","0.539780763340972","b7ed0a55966b2052dbcbb77c2a455235ba58cfeeb21b386f6386d7d0c0b6d374"
"lambda","0.5","0.72","0.5","BBC News Sport","0","737","5","20","5","0.3812754409769335","0.2321041064947627","0d3d910c2176e6bcfba32da341ba5b5ee9ce9ad2fe4dd8a670a0ac2366f4a095"
"lambda","0.5","0.72","0.5","BBC News Sport","1","737","5","20","5","0.5020352781546812","0.33416075984263843","7ecfe7825e9c0ddd978079e003489a18bef76dbfcc6571489d94b66aa35c8be7"
"lambda","0.5","0.72","0.5","BBC News Sport","2","737","5","20","5","0.4898236092265943","0.33218480525374555","a7cbee4c7c6e037b7ded682ce853c039a47dab1994ef4a60cd0e6ef3d283dfb3"
"lambda","0.5","0.72","0.5","Caltech101-20","0","2386","20","20","20","0.26110645431684826","0.40808882361691595","6a62ce06bcb8b3a32f1595c92c0fcaa1f433d7ae104b63469234992ce26bccde"
"lambda","0.5","0.72","0.5","Caltech101-20","1","2386","20","20","20","0.250628667225482","0.38796373128637784","217bb997fcd58bf0e1662869d2119291360e689296e8f30458473bd17259197b"
"lambda","0.5","0.72","0.5","Caltech101-20","2","2386","20","20","20","0.29044425817267394","0.40680318421062617","818213306a24da25e5e843ea4340f0aef12e6eaa1ff911833ac4de54a109d9bd"
"lambda","0.5","0.72","0.5","Chameleon","0","2277","5","20","5","0.3227931488801054","0.0645215350884266","c9c85411b15b1bb12c2aa0f2f6cb603698dc5ab7034ca3152ce54b3b79ec74d2"
"lambda","0.5","0.72","0.5","Chameleon","1","2277","5","20","5","0.3227931488801054","0.0645215350884266","83fd8ffc40a2ebd25f239df25dacfc1100ae34cbd140bf4139cc14c3d8e28209"
"lambda","0.5","0.72","0.5","Chameleon","2","2277","5","20","5","0.3227931488801054","0.0645215350884266","682f350a026d33918cfa2eb6cb17f99c3bfdcbee1eb73c1e2f6c10d5b782127e"
"lambda","0.5","0.72","0.5","Iris","0","150","3","20","3","0.8066666666666666","0.6110929132666966","832bceb93a5bd62e2dba78fbbeeb7219e513c9b027d0ca0edee777f6fa6f7a30"
"lambda","0.5","0.72","0.5","Iris","1","150","3","20","3","0.82","0.6478741489729217","df13745b996bda90e38aeedb972671b3b3be01d671c4466054ca434f7794b808"
"lambda","0.5","0.72","0.5","Iris","2","150","3","20","3","0.8266666666666667","0.6525582020084985","198429fcabeedcd348e173dd41145e4aeff407027accc0a1cc0eb8ccd7d80c26"
"lambda","0.5","0.72","0.5","Leukemia","0","72","2","20","2","0.7083333333333334","0.12531250648530332","61411232e939554b13cf9f085eb9076368a0e616926ef9a2afbe1eac8e669337"
"lambda","0.5","0.72","0.5","Leukemia","1","72","2","20","2","0.7083333333333334","0.12531250648530332","aadd3f5dd822cae2a67f65937b7fee041595961cff65b3ef8771311bb6364f3e"
"lambda","0.5","0.72","0.5","Leukemia","2","72","2","20","2","0.7083333333333334","0.12531250648530332","ab478753785cb77df441393aa6e3f7877cf3694fbe15fc276f6222712896f4ef"
"lambda","0.5","0.72","0.5","Leukemia2","0","72","3","20","3","0.6111111111111112","0.489053040886391","d8a0376235ccc1a60016c97c39433519be1a6432cef9a33daa5fab8c61cb8d1e"
"lambda","0.5","0.72","0.5","Leukemia2","1","72","3","20","3","0.5833333333333334","0.42419207107531653","e39500be24b679903295fa904cf4e2b295ee4a55801b826a8f11410f285c56aa"
"lambda","0.5","0.72","0.5","Leukemia2","2","72","3","20","3","0.6111111111111112","0.489053040886391","2ecce7bfd6857637099e0d6e931aba4e4aaa6921ad29de969a711afc6b998ed3"
"lambda","0.5","0.72","0.5","Mushroom","0","8124","2","20","2","0.7304283604135894","0.2841621339305455","276f1cc3052a4e9a44bb5d19e550425f1e066adc77e014808418efc753163779"
"lambda","0.5","0.72","0.5","Mushroom","1","8124","2","20","2","0.7258739537173806","0.2606365417890567","0359ab7a116b1bca5a6357d866791c668930869194e5e8fe436b0556cb81e430"
"lambda","0.5","0.72","0.5","Mushroom","2","8124","2","20","2","0.7296898079763663","0.2796139587182322","beb67e1d245dc69a5c6cf7ac24b46396f708c8d630d34947f5fa74b05bbe9950"
"lambda","0.5","0.72","0.5","ORL","0","400","40","20","40","0.6625","0.8308126724527455","e5b9b1ba9e8b1d4a99397cbe1ea29a36dcd409d59ef4710c187aafd831d4ce82"
"lambda","0.5","0.72","0.5","ORL","1","400","40","20","40","0.6375","0.8388830301133589","5547af42f293b9f5d7170b622281bb9cf2b3e92996e7714194f35e9b8e3f0fb3"
"lambda","0.5","0.72","0.5","ORL","2","400","40","20","40","0.665","0.8394223089183184","ca4be1156c303d9b66c2aabca5394dadce5e4486a1b4057c692f268d97a9d01d"
"lambda","0.665","0.72","0.665","ACM","0","3025","3","20","3","0.6833057851239669","0.45451051242889573","c441f2354eab689e08923e7110f56dc5d13adac7efdfc8debddef2faa75b0361"
"lambda","0.665","0.72","0.665","ACM","1","3025","3","20","3","0.6813223140495868","0.45607252239356444","abd06f1fd9ca7544b9c1939af926e19fc63186c4b7ba081bd369826419a6d864"
"lambda","0.665","0.72","0.665","ACM","2","3025","3","20","3","0.6892561983471074","0.4646639750918023","1152c5152df2af2e11d3c01bfaf7d057245120692f76b8fd772ff6c12c3273da"
"lambda","0.665","0.72","0.665","Amazon Photo","0","7650","8","20","8","0.5922875816993464","0.5399050843004729","e4cee3eafc4ba67eb90bed31739469eede4521662c552631c063fd2ba8a59594"
"lambda","0.665","0.72","0.665","Amazon Photo","1","7650","8","20","8","0.5913725490196079","0.5401800271814077","b9007fdf057d24ba37eb5876c6cfb1200bc143028064900c9d69088c3ad8ea26"
"lambda","0.665","0.72","0.665","Amazon Photo","2","7650","8","20","8","0.5901960784313726","0.5398403123581583","f68bbf30ed75fd32be04f9d5564dcdd5e71258739d844c5b641761bf656b6054"
"lambda","0.665","0.72","0.665","BBC News Sport","0","737","5","20","5","0.37449118046132973","0.18967445429725954","8f26b682c53d95f3e849bed22b08b9b69e2d3835caab1698f4a84bf9632a68f6"
"lambda","0.665","0.72","0.665","BBC News Sport","1","737","5","20","5","0.4355495251017639","0.2667994590857897","7b590031c0935c14fcc911dbe5073f5a3c2e3ed49ac7b4074ba85ab052780769"
"lambda","0.665","0.72","0.665","BBC News Sport","2","737","5","20","5","0.3989145183175034","0.1690014928410016","f43fd60fbb2d16bef4bae5167e92f96d3a192279383a09f0525c7a3edf92fc72"
"lambda","0.665","0.72","0.665","Caltech101-20","0","2386","20","20","20","0.26110645431684826","0.40808882361691595","19ad2fed70cc31b346429269182ed4c7db34606beb389cf41f105aa2cf943f79"
"lambda","0.665","0.72","0.665","Caltech101-20","1","2386","20","20","20","0.250628667225482","0.3877261158478567","170f62063f3aa6991b15c267cab7963096c6019a742ee3e40b36927f6d2f4764"
"lambda","0.665","0.72","0.665","Caltech101-20","2","2386","20","20","20","0.2707460184409053","0.40274965528449513","0607300f8b82b931ea24a5f50cdec25024fa9955d235d8e042dc44e7879e7cf0"
"lambda","0.665","0.72","0.665","Chameleon","0","2277","5","20","5","0.3227931488801054","0.0645215350884266","3e756a46315e7e46c5eaede9836471e4901d9444d99116d76246aca5b3b32cf5"
"lambda","0.665","0.72","0.665","Chameleon","1","2277","5","20","5","0.3227931488801054","0.0645215350884266","b64a9b3a1ccfe6e07c3859b2b73061cafb19f109de990e141683ddb67185a9ea"
"lambda","0.665","0.72","0.665","Chameleon","2","2277","5","20","5","0.3227931488801054","0.0645215350884266","d4f0252b8f809714caaf1a7c7a2de4876c4bc4f84af7e525dde5772903e37e3f"
"lambda","0.665","0.72","0.665","Iris","0","150","3","20","3","0.8066666666666666","0.6110929132666966","05016f78a07124ee286cc5aa8531e3c6d43447ad16b9626d1c9c8878d4f0f2da"
"lambda","0.665","0.72","0.665","Iris","1","150","3","20","3","0.82","0.6478741489729217","838283283f6438a80ab9025b04de6677a376b8c3643548669465ab5018fcc250"
"lambda","0.665","0.72","0.665","Iris","2","150","3","20","3","0.8266666666666667","0.6525582020084985","e988e91e070145d05577b27f559e26b805721344c9dff69d64032d635e07cdfa"
"lambda","0.665","0.72","0.665","Leukemia","0","72","2","20","2","0.7083333333333334","0.12531250648530332","c78ee4fbc3e289cd331ea7d406c93bc1c9047536c97103626b3080b5d4ea0fe0"
"lambda","0.665","0.72","0.665","Leukemia","1","72","2","20","2","0.7083333333333334","0.12531250648530332","55d55e191184d6868e37b0e70b949e77b40c8ea747259eaeed8d6b0feea867fc"
"lambda","0.665","0.72","0.665","Leukemia","2","72","2","20","2","0.7083333333333334","0.12531250648530332","967720cd74aa72cf98352958ccf08c3cc87d2addcf9477ab9e7d4ea08be91649"
"lambda","0.665","0.72","0.665","Leukemia2","0","72","3","20","3","0.6111111111111112","0.489053040886391","3d67c70feda661a20d91f72953a927973b86fe5e523c1f4650f2454e7de3cada"
"lambda","0.665","0.72","0.665","Leukemia2","1","72","3","20","3","0.5833333333333334","0.42419207107531653","263494f87dfe91b0a7cc81516752be65752f058332a29dde29a4c621cbd3bec5"
"lambda","0.665","0.72","0.665","Leukemia2","2","72","3","20","3","0.6111111111111112","0.489053040886391","d1b31e581d51fe6a912edc83a1675c752f0cd91a3074ba64b9124413714de273"
"lambda","0.665","0.72","0.665","Mushroom","0","8124","2","20","2","0.7303052683407188","0.28581544561778516","2f55604b92a2a0ca4d1b4ed4ea5b86ea5b122d5b259d912598bdb02a9583da28"
"lambda","0.665","0.72","0.665","Mushroom","1","8124","2","20","2","0.7258739537173806","0.2606365417890567","736212fc3733d8d021b8f1a99609ab0400237a04c6fa824d859a9b0f0eb2abcf"
"lambda","0.665","0.72","0.665","Mushroom","2","8124","2","20","2","0.7296898079763663","0.2796139587182322","42bb6d16821c404a3f915d8c816f88ff3752d9d2ae1113967329f768257f8edd"
"lambda","0.665","0.72","0.665","ORL","0","400","40","20","40","0.675","0.8351457799801179","1b018b4f2499b32fd338ca93f391c93dcc4bf49785674a4147a7cff323b60790"
"lambda","0.665","0.72","0.665","ORL","1","400","40","20","40","0.6375","0.8405616761634674","5fb510e6f13a4181594aecb8a874984303a83483934f7611c209292f75290e82"
"lambda","0.665","0.72","0.665","ORL","2","400","40","20","40","0.665","0.8394223089183184","c17aefc98317eca9c7571cc234abaa7606c68a042bd4f345a9ab6bd365ac0ddf"
"lambda","1.0","0.72","1.0","ACM","0","3025","3","20","3","0.6833057851239669","0.45451051242889573","712a0f2c637d4341de1e97dd6741180ba3196f29ebfad139871c4e0494bf8f8f"
"lambda","1.0","0.72","1.0","ACM","1","3025","3","20","3","0.6816528925619835","0.45623816145571433","62055aa38f0509eb68eb05a93fa6e0452d18f9ddd0a4a2fb67641e4942df504c"
"lambda","1.0","0.72","1.0","ACM","2","3025","3","20","3","0.6892561983471074","0.4646639750918023","5cb798175b832e1241c8673ec753482b29855b79edda5c193277600fff4e3ca9"
"lambda","1.0","0.72","1.0","Amazon Photo","0","7650","8","20","8","0.5922875816993464","0.5399050843004729","8240020f39e5a389d6451e33e6b40baa9bf6f71cbadfd9f2a712016ccfcc50bb"
"lambda","1.0","0.72","1.0","Amazon Photo","1","7650","8","20","8","0.5913725490196079","0.5401800271814077","b9c6457e5edd21bdfffabfe7e5f42f4048ed064bf12e999907b91690147156e9"
"lambda","1.0","0.72","1.0","Amazon Photo","2","7650","8","20","8","0.5901960784313726","0.5398403123581583","e89a275f637e65d02aa9073e314b37ca1da32cec34583d5664158ef2ebfc1bf6"
"lambda","1.0","0.72","1.0","BBC News Sport","0","737","5","20","5","0.37449118046132973","0.18967445429725954","0911e8cf9210471ba05cfeecee0be6963f631984c4ca2083d3f0eb021fcfb9b9"
"lambda","1.0","0.72","1.0","BBC News Sport","1","737","5","20","5","0.4355495251017639","0.2667994590857897","3f0747ee36d29a21fd7d9d238113e1ff3223f3eee4f534e0c39f6ac6a470d9d5"
"lambda","1.0","0.72","1.0","BBC News Sport","2","737","5","20","5","0.3989145183175034","0.1690014928410016","01d8406632263fc7f2fdd4305abb25d0f5eaab0b86438344c7c0c06cc17408d8"
"lambda","1.0","0.72","1.0","Caltech101-20","0","2386","20","20","20","0.27116512992455993","0.4111894156224856","d556457ab76740b6ec68fe9481773009f286f42ac1f5c277b920d70e19e0006d"
"lambda","1.0","0.72","1.0","Caltech101-20","1","2386","20","20","20","0.250628667225482","0.3877261158478567","f9c7a5aee6065007dc84dbcdafcd9d64e03a5bed261602de322916a44b4192c7"
"lambda","1.0","0.72","1.0","Caltech101-20","2","2386","20","20","20","0.2707460184409053","0.40314554840979816","49d3e831e5451501776f7b193611617bb34cf7040c7e9421a406b83dffc8640d"
"lambda","1.0","0.72","1.0","Chameleon","0","2277","5","20","5","0.3227931488801054","0.0645215350884266","c90125c3e1fa7c3e668d2c4cc12ec6812e05804fa4dd6705b413abb4539715d8"
"lambda","1.0","0.72","1.0","Chameleon","1","2277","5","20","5","0.3227931488801054","0.0645215350884266","2a8b50ea65a1d195e2f04e7cb404702db9c6c711ea2d821c81001e00bc3ef07a"
"lambda","1.0","0.72","1.0","Chameleon","2","2277","5","20","5","0.3227931488801054","0.0645215350884266","27191da96e74ffb2126f2f189c23a0de46c9ac50ed6a45c1b447c2512831dc5b"
"lambda","1.0","0.72","1.0","Iris","0","150","3","20","3","0.8066666666666666","0.6110929132666966","da5bcf8723f08cafa4a01e40253b8981b8fd5841b70e7846cc5df21f9118b0e4"
"lambda","1.0","0.72","1.0","Iris","1","150","3","20","3","0.82","0.6478741489729217","9b9cbede9407acf970cd2d48d444a49b9c4811d7b7ead2d81370a76fec8676cd"
"lambda","1.0","0.72","1.0","Iris","2","150","3","20","3","0.8266666666666667","0.6525582020084985","a3b6fc8a91553d50b5ba7c0e37608c1bb80bb87ad194f5879b4315db2690c64c"
"lambda","1.0","0.72","1.0","Leukemia","0","72","2","20","2","0.7083333333333334","0.12531250648530332","a6c0b81d16be1c7e883427a6fd913f429c946ced802c10b91c974873857f7b04"
"lambda","1.0","0.72","1.0","Leukemia","1","72","2","20","2","0.7083333333333334","0.12531250648530332","0a5532e5d5fc800b139943cbd00162534e13c52cd2ba6b9bccc386c667ee8521"
"lambda","1.0","0.72","1.0","Leukemia","2","72","2","20","2","0.7083333333333334","0.12531250648530332","4a6381f4e40c8baa00f5ab4e210e44bef1ec8a0e1a28c2142c7f26c780412a82"
"lambda","1.0","0.72","1.0","Leukemia2","0","72","3","20","3","0.6111111111111112","0.489053040886391","1f21950cf908bd57c7418b413cdbd16154b455bd160655698775de979c7edd43"
"lambda","1.0","0.72","1.0","Leukemia2","1","72","3","20","3","0.5833333333333334","0.42419207107531653","84120ca7aa19d13e4abcefe903e29979c0fd228ddcdb58f32e282486230ac3ed"
"lambda","1.0","0.72","1.0","Leukemia2","2","72","3","20","3","0.6111111111111112","0.489053040886391","e4df2b1f4aa6d5cc8844c0946b4a95b63febf465a78a355f83852ec126ad7f11"
"lambda","1.0","0.72","1.0","Mushroom","0","8124","2","20","2","0.7304283604135894","0.2841621339305455","4ac9805ece66c2392cfd135e250cdbb137158ba9870ba81f88c3e81d11c139c1"
"lambda","1.0","0.72","1.0","Mushroom","1","8124","2","20","2","0.7258739537173806","0.2606365417890567","45e682b94b530fd69f0a8896057ba396b6ae80084246cc66fae027c0747f98fa"
"lambda","1.0","0.72","1.0","Mushroom","2","8124","2","20","2","0.7296898079763663","0.2796139587182322","e5c27511dda1f781c028c07cad7d3325583df18534695e54f92fc1abc2790b8b"
"lambda","1.0","0.72","1.0","ORL","0","400","40","20","40","0.675","0.8351457799801179","926149b2f36a1d9dfa53bf1b370b12ad19ea487a8faca3002b548caf8ab533e4"
"lambda","1.0","0.72","1.0","ORL","1","400","40","20","40","0.6375","0.8383549587136232","fc951ff137e84712f21f0781c744c4b760fc737c774f500489a3673e3c99da4d"
"lambda","1.0","0.72","1.0","ORL","2","400","40","20","40","0.665","0.8394223089183186","a5c11bf991dc627abf693e632798e22f3aad0708893b4a51224489211df19ae8"
"lambda","4.0","0.72","4.0","ACM","0","3025","3","20","3","0.6829752066115703","0.45521251551871544","c8003026d89926f0645af652374b427072fb791a282eb868b7ed73f94d5c2712"
"lambda","4.0","0.72","4.0","ACM","1","3025","3","20","3","0.6823140495867769","0.4565724436167311","6f1d204b92a2b21df1bd9c97d8c9eee038e64b1c4af0e73b5bfd7a32329d1f14"
"lambda","4.0","0.72","4.0","ACM","2","3025","3","20","3","0.6892561983471074","0.4646639750918023","64a172a60c429bb008a6db203b862c63de5e759e79280cc35d83858db532d8b0"
"lambda","4.0","0.72","4.0","Amazon Photo","0","7650","8","20","8","0.592156862745098","0.5381661773908757","a6c2cf7914eaf4f0d244d41e7219f36f8f104b4d733e61775edc481584948de2"
"lambda","4.0","0.72","4.0","Amazon Photo","1","7650","8","20","8","0.591764705882353","0.5408386221372623","2aa8f78ce054cca1e7ff0457c31c194ac9ba642245a142e480a913c628041ada"
"lambda","4.0","0.72","4.0","Amazon Photo","2","7650","8","20","8","0.5899346405228758","0.5407962546070977","c2af6235f75ddb26e52abc32629e97150ad757632c9fd026e630a780222cbd36"
"lambda","4.0","0.72","4.0","BBC News Sport","0","737","5","20","5","0.37449118046132973","0.18967445429725954","399d33000b89f287be1f0b0b8e55d9d48f12f0a7ee986a0eb044fb120a2be13b"
"lambda","4.0","0.72","4.0","BBC News Sport","1","737","5","20","5","0.4355495251017639","0.2667994590857897","46421a9db1c4300f3e1e0af88eac008f4ea6446b8a11acc81e5435b61bedd496"
"lambda","4.0","0.72","4.0","BBC News Sport","2","737","5","20","5","0.3989145183175034","0.1690014928410016","dde862c1096ef30bc52cc4b2579b37b51dc5a214b58aea75248f8f7e299a4fc3"
"lambda","4.0","0.72","4.0","Caltech101-20","0","2386","20","20","20","0.26110645431684826","0.4080888236169161","db8ac57226bef1ef6c3893932e98d5e3443c3801326a7aa38914ca418f80aadd"
"lambda","4.0","0.72","4.0","Caltech101-20","1","2386","20","20","20","0.250628667225482","0.38796373128637784","e587f03f4486370c4deb58e0991c2fa6ad1c119c74846a6244336aebf0d8ded7"
"lambda","4.0","0.72","4.0","Caltech101-20","2","2386","20","20","20","0.27451802179379714","0.4037393964465472","62dd1c807b0d318da9499a3b85796c477266a0905c00688d67b244a883bcc003"
"lambda","4.0","0.72","4.0","Chameleon","0","2277","5","20","5","0.32367149758454106","0.06482654853217104","67549923b27cbaf3d80204304098bc221bf251e15ddce8d8d98be7f438abd008"
"lambda","4.0","0.72","4.0","Chameleon","1","2277","5","20","5","0.32367149758454106","0.06482654853217104","a66cc50fb5c7cb100fa549e26aa6f5304ef0b655440b20da5916408f894fac33"
"lambda","4.0","0.72","4.0","Chameleon","2","2277","5","20","5","0.32367149758454106","0.06482654853217104","921f3fa0c9b56ac564227629f0fe82b634223f0687e23fb32cc4e30e20c8ce17"
"lambda","4.0","0.72","4.0","Iris","0","150","3","20","3","0.8066666666666666","0.6110929132666966","40feed316f6139cbbcdda930cd81ba0640e964a48f08f448f6954cd66c75d498"
"lambda","4.0","0.72","4.0","Iris","1","150","3","20","3","0.8266666666666667","0.6534762508409035","adc5074418c9d9768ca4e9d8e2076895851de6db85823bec1561cfe8ac3eb16e"
"lambda","4.0","0.72","4.0","Iris","2","150","3","20","3","0.8266666666666667","0.6525582020084985","339bf379703e6943da163c78ec1b6a5c2ffc8daff229f61ee8adcc3a11412141"
"lambda","4.0","0.72","4.0","Leukemia","0","72","2","20","2","0.7083333333333334","0.12531250648530332","b6ca8e5d5e0c3336ce2b85457e0201116389ab80cc067cb98bbe488af76667fe"
"lambda","4.0","0.72","4.0","Leukemia","1","72","2","20","2","0.7083333333333334","0.12531250648530332","ba4ed05fac32185324c4702e4e4f508db6b4a42e031459c0c6840fb28dec080f"
"lambda","4.0","0.72","4.0","Leukemia","2","72","2","20","2","0.7083333333333334","0.12531250648530332","2157cb0b1a8956920f3825ab40f6b53b38cd80068ee7a76e66fb8a94b55def34"
"lambda","4.0","0.72","4.0","Leukemia2","0","72","3","20","3","0.5694444444444444","0.323546280215676","ec18349fe145fb0a99e8ed9d6734afccb3e158f218a6fb0ecc377656c586c04f"
"lambda","4.0","0.72","4.0","Leukemia2","1","72","3","20","3","0.5694444444444444","0.323546280215676","01f20e2ac2940b1b659fc7ed0e539aff9ace941e908178cc7c7c16b0ba388b90"
"lambda","4.0","0.72","4.0","Leukemia2","2","72","3","20","3","0.6111111111111112","0.489053040886391","a08a09278bb17758ae1653d0ae374ac7cce96f62f87730948da1a64c31619d71"
"lambda","4.0","0.72","4.0","Mushroom","0","8124","2","20","2","0.7307976366322009","0.2865260963321057","5ff6be561bbd865c47702db59c0e451f36b81e09a74165e298e1a93794bd9710"
"lambda","4.0","0.72","4.0","Mushroom","1","8124","2","20","2","0.7295667159034959","0.2811504479905036","3ea83f28715020ca7830649104980bf8bc61f7586dc423e61f5e4035ff92c8b2"
